"Word","Pinyin","OtherPinyin","Level","First Translation","Other Translations","ParentWord","ParentPinyin","Zhuyin"
"最佳","zuìjiā","","5","optimum","optimal, peak, best (athlete, movie etc)","","","ㄗㄨㄟˋㄐㄧㄚ"
"尊","zūn","","5","senior","of a senior generation, to honor, to respect, honorific, classifier for cannons and statues, ancient wine vessel","尊敬","zūnjìng","ㄗㄨㄣ　ㄐㄧㄥˋ"
"敬","jìng","","5","to respect","to venerate, to salute, to offer","尊敬","zūnjìng","ㄗㄨㄣ　ㄐㄧㄥˋ"
"尊敬","zūnjìng","","5","to respect","to revere","","","ㄗㄨㄣ　ㄐㄧㄥˋ"
"作品","zuòpǐn","","5","work (of art)","opus, CL:部[bu4],篇[pian1]","","","ㄗㄨㄛˋ　ㄆㄧㄣˇ"
"作者","zuòzhě","","5","author","writer, CL:個|个[ge4]","","","ㄗㄨㄛˋ　ㄓㄜˇ"
"做夢","zuòmèng","","5","to dream","to have a dream, fig. illusion, fantasy, pipe dream","","","ㄗㄨㄛˋ　ㄇㄥˋ"
"做人","zuòrén","","5","to conduct oneself","to behave with integrity","","","ㄗㄨㄛˋ　ㄖㄣˊ"
"做事","zuòshì","","5","to work","to handle matters, to have a job","","","ㄗㄨㄛˋ　ㄕˋ"
"哎呀","āiyā","","6","interjection of wonder, shock or admiration","","","","ㄞ　ㄧㄚ"
"喲","yāo","","6","Oh! (interjection indicating slight surprise)","(sentence-final particle expressing exhortation), (syllable filler in a song)","哎喲","āiyāo","ㄞ　ㄧㄠ"
"哎喲","āiyāo","","6","hey","ow, ouch, interjection of pain or surprise","","","ㄞ　ㄧㄠ"
"愛好","àihào","","6","to like","to take pleasure in, keen on, fond of, interest, hobby, appetite for, CL:個|个[ge4]","","","ㄞˋ　ㄏㄠˋ"
"愛護","àihù","","6","to cherish","to treasure, to take care of, to love and protect","","","ㄞˋ　ㄏㄨˋ"
"愛人","àirén","","6","spouse (PRC)","lover (non-PRC), CL:個|个[ge4]","","","ㄞˋ　ㄖㄣˊ"
"慰","wèi","","6","to comfort","to console, to reassure","安慰","ānwèi","ㄢ　ㄨㄟˋ"
"安慰","ānwèi","","6","to comfort","to console, CL:個|个[ge4]","","","ㄢ　ㄨㄟˋ"
"安裝","ānzhuāng","","6","to install","to erect, to fix, to mount, installation","","","ㄢ　ㄓㄨㄤ"
"按時","ànshí","","6","on time","before deadline, on schedule","","","ㄢˋ　ㄕˊ"
"暗","àn","","6","to close (a door)","to eclipse, muddled, stupid, ignorant, variant of 暗[an4]","","","ㄢˋ"
"暗中","ànzhōng","","6","in the dark","in secret, on the sly, surreptitiously","","","ㄢˋ　ㄓㄨㄥ"
"骯","āng","","6","dirty","filthy","骯髒","āngzhāng","ㄤ　ㄗㄤ"
"骯髒","āngzhāng","","6","dirty","filthy","","","ㄤ　ㄗㄤ"
"熬","áo","","6","to boil","to simmer, to cook on a slow fire, to extract by heating, to decoct, to endure","","","ㄠˊ"
"拔","bá","","6","to pull up","to pull out, to draw out by suction, to select, to pick, to stand out (above level), to surpass, to seize","","","ㄅㄚˊ"
"罷","bà","ba","6","to stop","to cease, to dismiss, to suspend, to quit, to finish, (final particle, same as 吧)","罷工","bàgōng","ㄅㄚˋ　ㄍㄨㄥ"
"罷工","bàgōng","","6","a strike","to go on strike","","","ㄅㄚˋ　ㄍㄨㄥ"
"罷了","bàle","","6","a modal particle indicating (that's all, only, nothing much)","a modal particle indicating (don't mind it, ok)","","","ㄅㄚˋ　˙ㄌㄜ　（又音）ㄅㄚˋ　ㄌㄧㄠˇ"
"擺脫","bǎituō","","6","to break away from","to cast off (old ideas etc), to get rid of, to break away (from), to break out (of), to free oneself from, to extricate oneself","","","ㄅㄞˇ　ㄊㄨㄛ"
"拜拜","bàibai","","6","(loanword) bye-bye","also pr. [bai1 bai1] etc, (coll.) to part ways (with sb), (fig.) to have nothing further to do (with sb or sth), to pay one's respects by bowing with hands in front of one's chest clasping joss sticks, or with palms pressed together, (Taiwan) religious ceremony in which offerings are made to a deity","","","ㄅㄞˋ　˙ㄅㄞ"
"拜訪","bàifǎng","","6","to pay a visit","to call on","","","ㄅㄞˋ　ㄈㄤˇ"
"拜年","bàinián","","6","to pay a New Year call","to wish sb a Happy New Year","","","ㄅㄞˋ　ㄋㄧㄢˊ"
"託","tuō","","6","to trust","to entrust, to be entrusted with, to act as trustee, variant of 託|托[tuo1]","拜託","bàituō","ㄅㄞˋ　ㄊㄨㄛ"
"拜託","bàituō","","6","to request sb to do sth","please!","","","ㄅㄞˋ　ㄊㄨㄛ"
"班長","bānzhǎng","","6","class monitor","squad leader, team leader, CL:個|个[ge4]","","","ㄅㄢ　ㄓㄤˇ"
"搬運","bānyùn","","6","freight","transport, portage, to transport, to carry","","","ㄅㄢ　ㄩㄣˋ"
"拌","bàn","","6","to mix","to mix in, to toss (a salad)","","","ㄅㄢˋ"
"半路","bànlù","","6","halfway","midway, on the way","","","ㄅㄢˋ　ㄌㄨˋ"
"半數","bànshù","","6","half the number","half","","","ㄅㄢˋ　ㄕㄨˋ"
"辦公","bàngōng","","6","to handle official business","to work (esp. in an office)","","","ㄅㄢˋ　ㄍㄨㄥ"
"辦事","bànshì","","6","to handle (affairs)","to work","","","ㄅㄢˋ　ㄕˋ"
"扮","bàn","","6","to disguise oneself as","to dress up, to play (a role), to put on (an expression)","扮演","bànyǎn","ㄅㄢˋ　ㄧㄢˇ"
"扮演","bànyǎn","","6","to play the role of","to act","","","ㄅㄢˋ　ㄧㄢˇ"
"傍","bàng","","6","near","approaching, to depend on, (slang) to have an intimate relationship with sb, Taiwan pr. [pang2], [bang1], [bang4]","傍晚","bāngwǎn","ㄅㄤ　ㄨㄢˇ"
"傍晚","bāngwǎn","","6","in the evening","when night falls, towards evening, at night fall, at dusk","","","ㄅㄤ　ㄨㄢˇ"
"磅","bàng","","6","platform balance","(loanword) pound (unit of weight, about 454 grams), see 磅秤 scale","","","ㄅㄤˋ"
"棒子","bàngzi","","6","stick","club, cudgel, maize (corn), ear of maize, corncob, (derog.) Korean","","","ㄅㄤˋ　˙ㄗ"
"裹","guǒ","","6","to bind","to wrap, a bundle, a parcel","包裹","bāoguǒ","ㄅㄠ　ㄍㄨㄛˇ"
"包裹","bāoguǒ","","6","to wrap up","to bind up, bundle, parcel, package, CL:個|个[ge4]","","","ㄅㄠ　ㄍㄨㄛˇ"
"括","kuò","","6","to enclose","to include, also pr. [gua1]","包括","bāokuò","ㄅㄠ　ㄍㄨㄚ"
"包括","bāokuò","","6","to comprise","to include, to involve, to incorporate, to consist of","","","ㄅㄠ　ㄍㄨㄚ"
"包裝","bāozhuāng","","6","to pack","to package, to wrap, packaging","","","ㄅㄠ　ㄓㄨㄤ"
"保持","bǎochí","","6","to keep","to maintain, to hold, to preserve","","","ㄅㄠˇ　ㄔˊ"
"保存","bǎocún","","6","to conserve","to preserve, to keep, to save (a file etc) (computing)","","","ㄅㄠˇ　ㄘㄨㄣˊ"
"保留","bǎoliú","","6","to retain","to continue to have, to preserve, to maintain, to reserve, reservations, to hold back (approval or acceptance)","","","ㄅㄠˇ　ㄌㄧㄡˊ"
"衛","wèi","","6","vassal state during the Zhou Dynasty (1066-221 BC), located in present day Henan and Hebei Provinces","to guard, to protect, to defend, health, surname Wei, abbr. for 衛生|卫生, hygiene, abbr. for 衛生間|卫生间, toilet","保衛","bǎowèi","ㄅㄠˇ　ㄨㄟˋ"
"保衛","bǎowèi","","6","to defend","to safeguard","","","ㄅㄠˇ　ㄨㄟˋ"
"保障","bǎozhàng","","6","to ensure","to guarantee, to safeguard","","","ㄅㄠˇ　ㄓㄤˋ"
"寶寶","bǎobao","","6","darling","baby","","","ㄅㄠˇ　˙ㄅㄠ"
"仇","chóu","","6","hatred","animosity, enmity, foe, enemy, to feel animosity toward (the wealthy, foreigners etc), spouse, companion, surname Qiu","報仇","bàochóu","ㄅㄠˋ　ㄔㄡˊ"
"報仇","bàochóu","","6","to take revenge","to avenge","","","ㄅㄠˋ　ㄔㄡˊ"
"報答","bàodá","","6","to repay","to requite","","","ㄅㄠˋ　ㄉㄚˊ"
"報導","bàodǎo","","6","to report (in the media)","(news) report","","","ㄅㄠˋ　ㄉㄠˇ"
"報到","bàodào","","6","to report for duty","to check in, to register","","","ㄅㄠˋ　ㄉㄠˋ"
"報警","bàojǐng","","6","to sound an alarm","to report sth to the police","","","ㄅㄠˋ　ㄐㄧㄥˇ"
"社","shè","","6","society","group, club, agency, (old) god of the land","報社","bàoshè","ㄅㄠˋ　ㄕㄜˋ"
"報社","bàoshè","","6","newspaper (i.e. a company)","CL:家[jia1]","","","ㄅㄠˋ　ㄕㄜˋ"
"暴","bào","","6","sudden","violent, cruel, to show or expose, to injure, surname Bao","暴力","bàolì","ㄅㄠˋ　ㄌㄧˋ"
"暴力","bàolì","","6","violence","force, violent","","","ㄅㄠˋ　ㄌㄧˋ"
"躁","zào","","6","hot-tempered","impatient","暴躁","bàozào","ㄅㄠˋ　ㄗㄠˋ"
"暴躁","bàozào","","6","irascible","irritable, violent","","","ㄅㄠˋ　ㄗㄠˋ"
"爆","bào","","6","to explode or burst","to quick fry or quick boil","爆炸","bàozhà","ㄅㄠˋ　ㄓㄚˋ"
"爆炸","bàozhà","","6","explosion","to explode, to blow up, to detonate","","","ㄅㄠˋ　ㄓㄚˋ"
"悲","bēi","","6","sad","sadness, sorrow, grief","悲劇","bēijù","ㄅㄟ　ㄐㄩˋ"
"悲劇","bēijù","","6","tragedy","CL:出[chu1]","","","ㄅㄟ　ㄐㄩˋ"
"悲痛","bēitòng","","6","grieved","sorrowful","","","ㄅㄟ　ㄊㄨㄥˋ"
"倍","bèi","","6","(two, three etc) -fold","times (multiplier), double, to increase or multiply","","","ㄅㄟˋ"
"背面","bèimiàn","","6","the back","the reverse side, the wrong side","","","ㄅㄟˋ　ㄇㄧㄢˋ"
"奔","bēn","","6","variant of 奔[ben1]","variant of 奔[ben4]","","","ㄅㄣ"
"奔跑","bēnpǎo","","6","to run","","","","ㄅㄣ　ㄆㄠˇ"
"本領","běnlǐng","","6","skill","ability, capability, CL:項|项[xiang4],個|个[ge4]","","","ㄅㄣˇ　ㄌㄧㄥˇ"
"本身","běnshēn","","6","itself","in itself, per se","","","ㄅㄣˇ　ㄕㄣ"
"本土","běntǔ","","6","one's native country","native, local, metropolitan territory","","","ㄅㄣˇ　ㄊㄨˇ"
"笨重","bènzhòng","","6","heavy","cumbersome, unwieldy","","","ㄅㄣˋ　ㄓㄨㄥˋ"
"比方","bǐfāng","","6","analogy","instance, for instance","","","ㄅㄧˇ　ㄈㄤ"
"比例","bǐlì","","6","proportion","scale","","","ㄅㄧˇ　ㄌㄧˋ"
"彼","bǐ","","6","that","those, (one) another","彼此","bǐcǐ","ㄅㄧˇ　ㄘˇ"
"彼此","bǐcǐ","","6","each other","one another","","","ㄅㄧˇ　ㄘˇ"
"筆記","bǐjì","","6","to take down (in writing)","notes, a type of literature consisting mainly of short sketches, CL:本[ben3]","","","ㄅㄧˇ　ㄐㄧˋ"
"筆試","bǐshì","","6","written examination","paper test (for an applicant)","","","ㄅㄧˇ　ㄕˋ"
"閉","bì","","6","to close","to stop up, to shut, to obstruct","","","ㄅㄧˋ"
"編","biān","","6","to weave","to plait, to organize, to group, to arrange, to edit, to compile, to write, to compose, to fabricate","","","ㄅㄧㄢ"
"扁","biǎn","","6","flat","(coll.) to beat (sb) up, small boat, surname Pian, old variant of 匾[bian3]","","","ㄅㄧㄢˇ"
"便利","biànlì","","6","convenient","easy, to facilitate","","","ㄅㄧㄢˋ　ㄌㄧˋ"
"變動","biàndòng","","6","to change","to fluctuate, change, fluctuation","","","ㄅㄧㄢˋ　ㄉㄨㄥˋ"
"標題","biāotí","","6","title","heading, headline, caption, subject","","","ㄅㄧㄠ　ㄊㄧˊ"
"標誌","biāozhì","","6","sign","mark, symbol, logo, to symbolize, to indicate, to mark","","","ㄅㄧㄠ　ㄓˋ"
"表格","biǎogé","","6","form","table, CL:張|张[zhang1],份[fen4]","","","ㄅㄧㄠˇ　ㄍㄜˊ"
"表情","biǎoqíng","","6","(facial) expression","to express one's feelings, expression","","","ㄅㄧㄠˇ　ㄑㄧㄥˊ"
"揚","yáng","","6","to raise","to hoist, the action of tossing or winnowing, scattering (in the wind), to flutter, to propagate, abbr. for 揚州|扬州[Yang2 zhou1], surname Yang","表揚","biǎoyáng","ㄅㄧㄠˇ　ㄧㄤˊ"
"表揚","biǎoyáng","","6","to praise","to commend","","","ㄅㄧㄠˇ　ㄧㄤˊ"
"丙","bǐng","","6","third of the ten Heavenly Stems 十天干[shi2 tian1 gan1]","third in order, letter ""C"" or Roman ""III"" in list ""A, B, C"", or ""I, II, III"" etc, ancient Chinese compass point: 165°, propyl","","","ㄅㄧㄥˇ"
"並","bìng","","6","and","furthermore, also, together with, (not) at all, simultaneously, to combine, to join, to merge","","","ㄅㄧㄥˋ"
"並且","bìngqiě","","6","and","besides, moreover, furthermore, in addition","","","ㄅㄧㄥˋ　ㄑㄧㄝˇ"
"病毒","bìngdú","","6","virus","","","","ㄅㄧㄥˋ　ㄉㄨˊ"
"病房","bìngfáng","","6","ward (of a hospital)","sickroom, CL:間|间[jian1]","","","ㄅㄧㄥˋ　ㄈㄤˊ"
"撥","bō","","6","to push aside with the hand, foot, a stick etc","to dial, to allocate, to set aside (money), to poke (the fire), to pluck (a string instrument), to turn round, classifier: group, batch","","","ㄅㄛ"
"菠","bō","","6","spinach","","菠菜","bōcài","ㄅㄛ　ㄘㄞˋ"
"菠菜","bōcài","","6","spinach","CL:棵[ke1]","","","ㄅㄛ　ㄘㄞˋ"
"波","bō","","6","Poland","Polish, wave, ripple, storm, surge, abbr. for 波蘭|波兰[Bo1 lan2]","波動","bōdòng","ㄅㄛ　ㄉㄨㄥˋ"
"波動","bōdòng","","6","to undulate","to fluctuate, wave motion, rise and fall","","","ㄅㄛ　ㄉㄨㄥˋ"
"玻","bō","","6","glass","","玻璃","bōli","ㄅㄛ　˙ㄌㄧ"
"璃","lí","","6","variant of 璃[li2]","","玻璃","bōli","ㄅㄛ　˙ㄌㄧ"
"玻璃","bōli","","6","glass","(slang) male homosexual, CL:張|张[zhang1],塊|块[kuai4]","","","ㄅㄛ　˙ㄌㄧ"
"薄","bó","","6","thin","cold in manner, indifferent, weak, light, infertile, meager, slight, weak, ungenerous or unkind, frivolous, to despise, to belittle, to look down on, to approach or near, surname Bo, see 薄荷[bo4 he5]","","","ㄅㄛˊ"
"薄弱","bóruò","","6","weak","frail","","","ㄅㄛˊ　ㄖㄨㄛˋ"
"伯父","bófù","","6","father's elder brother","term of respect for older man, CL:個|个[ge4]","","","ㄅㄛˊ　ㄈㄨˋ"
"伯母","bómǔ","","6","wife of father's elder brother","aunt, (polite form of address for a woman who is about the age of one's mother), CL:個|个[ge4]","","","ㄅㄛˊ　ㄇㄨˇ"
"捕","bǔ","","6","to catch","to seize, to capture","","","ㄅㄨˇ"
"補","bǔ","","6","to repair","to patch, to mend, to make up for, to fill (a vacancy), to supplement","","","ㄅㄨˇ"
"償","cháng","","6","to repay","to compensate for, to recompense, to fulfill (hopes etc)","補償","bǔcháng","ㄅㄨˇ　ㄔㄤˊ"
"補償","bǔcháng","","6","to compensate","to make up","","","ㄅㄨˇ　ㄔㄤˊ"
"補充","bǔchōng","","6","to replenish","to supplement, to complement, additional, supplementary, CL:個|个[ge4]","","","ㄅㄨˇ　ㄔㄨㄥ"
"補課","bǔkè","","6","to make up missed lesson","to reschedule a class","","","ㄅㄨˇ　ㄎㄜˋ"
"補習","bǔxí","","6","to take extra lessons in a cram school or with a private tutor","","","","ㄅㄨˇ　ㄒㄧˊ"
"補助","bǔzhù","","6","to subsidize","subsidy, allowance","","","ㄅㄨˇ　ㄓㄨˋ"
"不大","bùdà","","6","not very","not too, not often","","","ㄅㄨˋ　ㄉㄚˋ"
"不安","bùān","","6","unpeaceful","unstable, uneasy, disturbed, restless, worried","","","ㄅㄨˋ　ㄢ"
"不成","bùchéng","","6","won't do","unable to, (at the end of a rhetorical question) can that be?","","","ㄅㄨˋ　ㄔㄥˊ"
"不當","bùdàng","","6","unsuitable","improper, inappropriate","","","ㄅㄨˋ　ㄉㄤˋ"
"不到","bùdào","","6","not to arrive","not reaching, insufficient, less than","","","ㄅㄨˋ　ㄉㄠˋ"
"不得已","bùdéyǐ","","6","to act against one's will","to have no alternative but to, to have to, to have no choice, must","","","ㄅㄨˋ　ㄉㄜˊ　ㄧˇ"
"不敢當","bùgǎndāng","","6","lit. I dare not (accept the honor); fig. I don't deserve your praise","you flatter me","","","ㄅㄨˋ　ㄍㄢˇ　ㄉㄤ"
"不顧","bùgù","","6","in spite of","regardless of","","","ㄅㄨˋ　ㄍㄨˋ"
"不見得","bùjiànde","","6","not necessarily","not likely","","","ㄅㄨˋ　ㄐㄧㄢˋ　˙ㄉㄜ"
"不僅","bùjǐn","","6","not only (this one)","not just (...) but also","","","ㄅㄨˋ　ㄐㄧㄣˇ"
"不良","bùliáng","","6","bad","harmful, unhealthy","","","ㄅㄨˋ　ㄌㄧㄤˊ"
"不平","bùpíng","","6","uneven","injustice, unfairness, wrong, grievance, indignant, dissatisfied","","","ㄅㄨˋ　ㄆㄧㄥˊ"
"不然","bùrán","","6","not so","no, or else, otherwise, if not, How about ...?","","","ㄅㄨˋ　ㄖㄢˊ"
"不許","bùxǔ","","6","not to allow","must not, can't","","","ㄅㄨˋ　ㄒㄩˇ"
"不宜","bùyí","","6","not suitable","inadvisable, inappropriate","","","ㄅㄨˋ　ㄧˊ"
"不由得","bùyóude","","6","can't help","cannot but","","","ㄅㄨˋ　ㄧㄡˊ　˙ㄉㄜ"
"止","zhǐ","","6","to stop","to prohibit, until, only","不止","bùzhǐ","ㄅㄨˋ　ㄓˇ"
"不止","bùzhǐ","","6","incessantly","without end, more than, not limited to","","","ㄅㄨˋ　ㄓˇ"
"部隊","bùduì","","6","army","armed forces, troops, force, unit, CL:個|个[ge4]","","","ㄅㄨˋ　ㄉㄨㄟˋ"
"部長","bùzhǎng","","6","head of a (government etc) department","section chief, section head, secretary, minister, CL:個|个[ge4],位[wei4],名[ming2]","","","ㄅㄨˋ　ㄓㄤˇ"
"財產","cáichǎn","","6","property","assets, estate, CL:筆|笔[bi3]","","","ㄘㄞˊ　ㄔㄢˇ"
"財富","cáifù","","6","wealth","riches","","","ㄘㄞˊ　ㄈㄨˋ"
"才能","cáinéng","","6","talent","ability, capacity","","","ㄘㄞˊ　ㄋㄥˊ"
"裁","cái","","6","to cut out (as a dress)","to cut, to trim, to reduce, to diminish, to cut back (e.g. on staff), decision, judgment","裁判","cáipàn","ㄘㄞˊ　ㄆㄢˋ"
"判","pàn","","6","to judge","to sentence, to discriminate, to discern, obviously (different)","裁判","cáipàn","ㄘㄞˊ　ㄆㄢˋ"
"裁判","cáipàn","","6","judgment","to referee, umpire, judge, referee, CL:個|个[ge4],位[wei4],名[ming2]","","","ㄘㄞˊ　ㄆㄢˋ"
"裁員","cáiyuán","","6","to cut staff","to lay off employees","","","ㄘㄞˊ　ㄩㄢˊ"
"踩","cǎi","","6","to step on","to tread, to stamp, to press a pedal, to pedal (a bike), variant of 踩[cai3]","","","ㄘㄞˇ"
"採購","cǎigòu","","6","to procure (for an enterprise etc)","to purchase","","","ㄘㄞˇ　ㄍㄡˋ"
"彩","cǎi","","6","(bright) color","variety, applause, applaud, lottery prize","彩色","cǎisè","ㄘㄞˇ　ㄙㄜˋ"
"彩色","cǎisè","","6","color","multi-colored, CL:種|种[zhong3]","","","ㄘㄞˇ　ㄙㄜˋ"
"參與","cānyù","","6","to participate (in sth)","","","","ㄘㄢ　ㄩˋ"
"蠶","cán","","6","silkworm","","","","ㄘㄢˊ"
"慚","cán","","6","ashamed","","慚愧","cánkuì","ㄘㄢˊ　ㄎㄨㄟˋ"
"愧","kuì","","6","ashamed","old variant of 愧[kui4]","慚愧","cánkuì","ㄘㄢˊ　ㄎㄨㄟˋ"
"慚愧","cánkuì","","6","ashamed","","","","ㄘㄢˊ　ㄎㄨㄟˋ"
"慘","cǎn","","6","miserable","wretched, cruel, inhuman, disastrous, tragic, dim, gloomy","","","ㄘㄢˇ"
"倉","cāng","","6","barn","granary, storehouse, cabin, hold (in ship)","倉庫","cāngkù","ㄘㄤ　ㄎㄨˋ"
"庫","kù","","6","warehouse","storehouse, (file) library","倉庫","cāngkù","ㄘㄤ　ㄎㄨˋ"
"倉庫","cāngkù","","6","depot","storehouse, warehouse","","","ㄘㄤ　ㄎㄨˋ"
"藏","cáng","","6","Tibet","Xizang 西藏, to conceal, to hide away, to harbor, to store, to collect, storehouse, depository, Buddhist or Taoist scripture","","","ㄘㄤˊ"
"操心","cāoxīn","","6","to worry about","","","","ㄘㄠ　ㄒㄧㄣ"
"操作","cāozuò","","6","to work","to operate, to manipulate","","","ㄘㄠ　ㄗㄨㄛˋ"
"冊","cè","","6","book","booklet, classifier for books","","","ㄘㄜˋ"
"策","cè","","6","variant of 策[ce4]","","策略","cèlüè","ㄘㄜˋ　ㄌㄩㄝˋ"
"略","lüè","","6","variant of 略[lu:e4]","","策略","cèlüè","ㄘㄜˋ　ㄌㄩㄝˋ"
"策略","cèlüè","","6","strategy","tactics, crafty, adroit","","","ㄘㄜˋ　ㄌㄩㄝˋ"
"測","cè","","6","to survey","to measure, to conjecture","測量","cèliáng","ㄘㄜˋ　ㄌㄧㄤˊ"
"測量","cèliáng","","6","survey","to measure, to gauge, to determine","","","ㄘㄜˋ　ㄌㄧㄤˊ"
"測試","cèshì","","6","to test (machinery etc)","to test (students), test, quiz, exam, beta (software)","","","ㄘㄜˋ　ㄕˋ"
"測驗","cèyàn","","6","test","to test, CL:次[ci4],個|个[ge4]","","","ㄘㄜˋ　ㄧㄢˋ"
"差錯","chācuò","","6","mistake","slip-up, fault, error (in data transmission), accident, mishap","","","ㄔㄚ　ㄘㄨㄛˋ"
"差距","chājù","","6","disparity","gap","","","ㄔㄚ　ㄐㄩˋ"
"插","chā","","6","old variant of 插[cha1]","","","","ㄔㄚ"
"插花","chāhuā","","6","flower arranging","ikebana","","","ㄔㄚ　ㄏㄨㄚ"
"插圖","chātú","","6","illustration","","","","ㄔㄚ　ㄊㄨˊ"
"茶館","cháguǎn","","6","teahouse","CL:家[jia1]","","","""ㄔㄚˊ　ㄍㄨㄢˇ/ㄔㄚˊ　ㄍㄨㄢˇ ㄦ"""
"茶會","cháhuì","","6","tea party","","","","ㄔㄚˊ　ㄏㄨㄟˋ"
"葉","yè","","6","leaf","page, lobe, (historical) period, classifier for small boats, surname Ye","茶葉","cháyè","ㄔㄚˊ　ㄧㄝˋ"
"茶葉","cháyè","","6","tea","tea leaves, CL:盒[he2],罐[guan4],包[bao1],片[pian4]","","","ㄔㄚˊ　ㄧㄝˋ"
"拆","chāi","","6","to tear open","to tear down, to tear apart, to open","","","ㄔㄞ"
"產量","chǎnliàng","","6","output","","","","ㄔㄢˇ　ㄌㄧㄤˋ"
"產業","chǎnyè","","6","industry","estate, property, industrial","","","ㄔㄢˇ　ㄧㄝˋ"
"常識","chángshì","","6","common sense","general knowledge, CL:門|门[men2]","","","ㄔㄤˊ　ㄕˋ"
"長處","chángchù","","6","good aspects","strong points","","","ㄔㄤˊ　ㄔㄨˋ"
"長度","chángdù","","6","length","","","","ㄔㄤˊ　ㄉㄨˋ"
"長方形","chángfāngxíng","","6","rectangle","","","","ㄔㄤˊ　ㄈㄤ　ㄒㄧㄥˊ"
"長久","chángjiǔ","","6","(for a) long time","","","","ㄔㄤˊ　ㄐㄧㄡˇ"
"途","tú","","6","way","route, road","長途","chángtú","ㄔㄤˊ　ㄊㄨˊ"
"長途","chángtú","","6","long distance","","","","ㄔㄤˊ　ㄊㄨˊ"
"場地","chǎngdì","","6","space","site, place, sports pitch","","","ㄔㄤˇ　ㄉㄧˋ"
"場合","chǎnghé","","6","situation","occasion, context, setting, location, venue","","","ㄔㄤˇ　ㄏㄜˊ"
"場所","chǎngsuǒ","","6","location","place","","","ㄔㄤˇ　ㄙㄨㄛˇ"
"廠商","chǎngshāng","","6","manufacturer","producer","","","ㄔㄤˇ　ㄕㄤ"
"抄","chāo","","6","to make a copy","to plagiarize, to search and seize, to raid, to grab, to go off with, to take a shortcut, to make a turning move, to fold one's arms","","","ㄔㄠ"
"鈔","chāo","","6","money","paper money, variant of 抄[chao1]","鈔票","chāopiào","ㄔㄠ　ㄆㄧㄠˋ"
"鈔票","chāopiào","","6","paper money","a bill (e.g. 100 yuan), CL:張|张[zhang1],紮|扎[za1]","","","ㄔㄠ　ㄆㄧㄠˋ"
"超出","chāochū","","6","to exceed","to overstep, to go too far, to encroach","","","ㄔㄠ　ㄔㄨ"
"超人","chāorén","","6","Superman, comic book superhero","superhuman, exceptional","","","ㄔㄠ　ㄖㄣˊ"
"超越","chāoyuè","","6","to surpass","to exceed, to transcend","","","ㄔㄠ　ㄩㄝˋ"
"超重","chāozhòng","","6","overweight (baggage, freight)","","","","ㄔㄠ　ㄓㄨㄥˋ"
"朝","cháo","","6","imperial or royal court","government, dynasty, reign of a sovereign or emperor, court or assembly held by a sovereign or emperor, to make a pilgrimage to, facing, towards, morning, abbr. for 朝鮮|朝鲜[Chao2 xian3] Korea","","","ㄔㄠˊ"
"潮","cháo","","6","tide","current, damp, moist, humid","潮流","cháoliú","ㄔㄠˊ　ㄌㄧㄡˊ"
"潮流","cháoliú","","6","tide","current, trend","","","ㄔㄠˊ　ㄌㄧㄡˊ"
"溼","shī","","6","variant of 濕|湿[shi1]","","潮溼","cháoshī","ㄔㄠˊ　ㄕ"
"潮溼","cháoshī","","6","","","","","ㄔㄠˊ　ㄕ"
"吵鬧","chǎonào","","6","noisy","raucous, to shout and scream","","","ㄔㄠˇ　ㄋㄠˋ"
"車票","chēpiào","","6","ticket (for a bus or train)","","","","ㄔㄜ　ㄆㄧㄠˋ"
"扯","chě","","6","to pull","to tear, variant of 扯[che3]","","","ㄔㄜˇ"
"澈","chè","","6","clear (water)","thorough","澈底","chèdǐ","ㄔㄜˋㄉㄧˇ"
"澈底","chèdǐ","","6","variant of 徹底|彻底[che4 di3]","","","","ㄔㄜˋㄉㄧˇ"
"沉","chén","","6","to submerge","to immerse, to sink, to keep down, to lower, to drop, deep, profound, heavy, see 黑沉沉[hei1 chen1 chen1]","","","ㄔㄣˊ"
"陳","chén","","6","vassal state during the Spring and Autumn Period 770-475 BC","Chen of the Southern dynasties (557-589), to lay out, to exhibit, to display, to narrate, to state, to explain, to tell, old, stale, surname Chen","陳列","chénliè","ㄔㄣˊ　ㄌㄧㄝˋ"
"列","liè","","6","to arrange","to line up, file, series, (in data tables) column, (Tw) row","陳列","chénliè","ㄔㄣˊ　ㄌㄧㄝˋ"
"陳列","chénliè","","6","to display","to exhibit","","","ㄔㄣˊ　ㄌㄧㄝˋ"
"稱","chēng","","6","to fit","balanced, suitable, to weigh, to state, to name, name, appellation, to praise, steelyard, variant of 秤[cheng4]","","","ㄔㄥ"
"撐","chēng","","6","to support","to prop up, to push or move with a pole, to maintain, to open or unfurl, to fill to bursting point, brace, stay, support","","","ㄔㄥ"
"成本","chéngběn","","6","(manufacturing, production etc) costs","","","","ㄔㄥˊ　ㄅㄣˇ"
"成分","chéngfèn","","6","composition","make-up, ingredient, element, component, one's social status, CL:個|个[ge4]","","","ㄔㄥˊ　ㄈㄣˋ"
"成交","chéngjiāo","","6","to complete a contract","to reach a deal","","","ㄔㄥˊ　ㄐㄧㄠ"
"成立","chénglì","","6","to establish","to set up, to be tenable, to hold water","","","ㄔㄥˊ　ㄌㄧˋ"
"成天","chéngtiān","","6","(coll.) all day long","all the time","","","ㄔㄥˊ　ㄊㄧㄢ"
